VILLAGE,COUNTY,TOWN,V_ID,QoL,Child Dependency Ratio,Elderly Dependency Ratio,Social Increase,Average Income,Metro 300 Multi,Metro 500 Multi
張南里,新北市,新店區,65000060-032,"6.572577167090076","0.1","0.4","0.5","0.5","0.0","0.0"
國校里,新北市,新店區,65000060-033,"4.207932480600744","0.1","0.2","0.4","0.3","0.0","0.0"
文中里,新北市,新店區,65000060-034,"5.6156766763781985","0.2","0.3","0.4","0.4","0.0","0.0"
廣明里,新北市,新店區,65000060-035,"4.673804863789105","0.1","0.5","0.5","0.4","0.0","0.0"
文明里,新北市,新店區,65000060-036,"3.912223038305193","0.1","0.5","0.3","0.4","0.0","0.0"
中興里,新北市,新店區,65000060-037,"4.028626181912712","0.2","0.5","0.2","0.4","0.0","0.0"
新生里,新北市,新店區,65000060-038,"4.736903907967488","0.1","0.5","0.4","0.4","0.0","0.0"
新德里,新北市,新店區,65000060-039,"5.965188628807959","0.2","0.5","0.3","0.3","0.0","1.0"
張北里,新北市,新店區,65000060-040,"4.195051194900396","0.3","0.4","0.5","0.5","0.0","1.0"
五?里,新北市,新店區,65000060-041,"-2.470408342436751","0.2","0.4","0.5","0.5","0.0","0.0"
新安里,新北市,新店區,65000060-042,"1.2368622297743546","0.1","0.5","0.5","0.4","0.0","0.0"
忠誠里,新北市,新店區,65000060-043,"3.407125344562422","0.3","0.5","0.5","0.4","0.0","0.0"
中正里,新北市,新店區,65000060-044,"5.060922790488937","0.2","0.5","0.2","0.4","0.0","1.0"
中華里,新北市,新店區,65000060-045,"5.047222087082641","0.3","0.5","0.3","0.5","0.0","0.0"
仁愛里,新北市,新店區,65000060-046,"5.3864766549024745","0.2","0.5","0.5","0.3","0.0","1.0"
百忍里,新北市,新店區,65000060-047,"2.636159127225016","0.3","0.5","0.2","0.3","0.0","0.0"
百和里,新北市,新店區,65000060-048,"3.1825559841470747","0.2","0.5","0.2","0.4","0.0","0.0"
福德里,新北市,新店區,65000060-049,"2.2952365864959976","0.1","0.4","0.2","0.3","0.0","0.0"
百福里,新北市,新店區,65000060-050,"4.020241556588752","0.3","0.5","0.5","0.4","0.0","0.0"
福民里,新北市,新店區,65000060-051,"5.233038213020462","0.2","0.5","0.4","0.4","0.0","0.0"
中山里,新北市,新店區,65000060-052,"6.1958475067576435","0.2","0.4","0.5","0.5","0.0","0.0"
和平里,新北市,新店區,65000060-053,"3.1414252940219733","0.3","0.2","0.5","0.1","0.0","0.0"
中央里,新北市,新店區,65000060-054,"4.639424862174078","0.2","0.5","0.4","0.5","0.0","0.0"
明城里,新北市,新店區,65000060-055,"1.687208659031774","0.2","0.3","0.3","0.4","0.0","0.0"
安和里,新北市,新店區,65000060-056,"4.172513617269077","0.4","0.1","0.5","0.3","0.0","0.0"
吉祥里,新北市,新店區,65000060-057,"-1.190631875135552","0.2","0.3","0.4","0.3","0.0","0.0"
寶福里,新北市,新店區,65000060-058,"3.6059629531249944","0.3","0.3","0.5","0.5","0.0","0.0"
小城里,新北市,新店區,65000060-059,"1.6841232237994117","0.2","0.4","0.1","0.4","0.0","0.0"
香坡里,新北市,新店區,65000060-060,"-0.7380128264342565","0.2","0.1","0.5","0.4","0.0","0.0"
建國里,新北市,新店區,65000060-061,"2.7563724960218883","0.1","0.5","0.3","0.4","0.0","0.0"
復興里,新北市,新店區,65000060-062,"5.0275959077772825","0.1","0.3","0.2","0.3","0.0","1.0"
美城里,新北市,新店區,65000060-063,"0.1723853155483689","0.1","0.3","0.4","0.1","0.0","0.0"
安昌里,新北市,新店區,65000060-064,"-1.1950841682883087","0.2","0.1","0.5","0.3","0.0","0.0"
長春里,新北市,新店區,65000060-065,"3.0903921893631994","0.1","0.3","0.3","0.5","0.0","0.0"
新和里,新北市,新店區,65000060-066,"3.788232054874149","0.2","0.2","0.2","0.2","0.0","0.0"
永平里,新北市,新店區,65000060-067,"1.2437124475126111","0.3","0.1","0.2","0.3","0.0","0.0"
達觀里,新北市,新店區,65000060-068,"-0.558964227556306","0.1","0.2","0.5","0.3","0.0","0.0"
華城里,新北市,新店區,65000060-069,"0.7460535531955581","0.1","0.3","0.4","0.5","0.0","0.0"
三多里,新北市,樹林區,65000070-001,"1.7301074771966114","0.3","0.1","0.2","0.1","0.0","0.0"
三福里,新北市,樹林區,65000070-002,"0.7566506511215861","0.5","0.2","0.3","0.1","0.0","0.0"
樹興里,新北市,樹林區,65000070-029,"2.3122777024649332","0.4","0.2","0.3","0.2","0.0","0.0"
樹福里,新北市,樹林區,65000070-030,"1.680194709283836","0.3","0.2","0.3","0.4","0.0","0.0"
光興里,新北市,樹林區,65000070-031,"3.096152290786233","0.3","0.1","0.3","0.1","0.0","0.0"
金寮里,新北市,樹林區,65000070-032,"3.9848511630613284","0.4","0.1","0.5","0.1","0.0","0.0"
彭興里,新北市,樹林區,65000070-033,"3.3426166289493238","0.3","0.1","0.1","0.1","0.0","0.0"
文林里,新北市,樹林區,65000070-034,"2.420693932498408","0.4","0.1","0.2","0.2","0.0","0.0"
山佳里,新北市,樹林區,65000070-035,"1.8101663229062852","0.3","0.1","0.5","0.1","0.0","0.0"
中山里,新北市,樹林區,65000070-036,"0.4101217475984884","0.4","0.1","0.2","0.2","0.0","0.0"
育英里,新北市,樹林區,65000070-037,"1.409334758267947","0.3","0.2","0.4","0.3","0.0","0.0"
中華里,新北市,樹林區,65000070-038,"1.5240761891990537","0.3","0.1","0.2","0.1","0.0","0.0"
太順里,新北市,樹林區,65000070-039,"3.1462794959271543","0.4","0.1","0.3","0.1","0.0","0.0"
圳民里,新北市,樹林區,65000070-040,"4.488727866545378","0.2","0.1","0.3","0.1","0.0","0.0"
圳生里,新北市,樹林區,65000070-041,"2.7859061511652756","0.1","0.1","0.3","0.1","0.0","0.0"
三龍里,新北市,樹林區,65000070-042,"4.599019334426429","0.2","0.2","0.5","0.1","0.0","0.0"
東鶯里,新北市,鶯歌區,65000080-001,"4.474746481592355","0.4","0.2","0.3","0.3","0.0","0.0"
西鶯里,新北市,鶯歌區,65000080-002,"2.65097639249571","0.2","0.3","0.5","0.2","0.0","0.0"
南鶯里,新北市,鶯歌區,65000080-003,"1.751379861964845","0.3","0.2","0.4","0.2","0.0","0.0"
北鶯里,新北市,鶯歌區,65000080-004,"2.690477213630217","0.4","0.1","0.3","0.3","0.0","0.0"
中鶯里,新北市,鶯歌區,65000080-005,"4.343334861080948","0.3","0.3","0.4","0.2","0.0","0.0"
建德里,新北市,鶯歌區,65000080-006,"1.3711361691705535","0.4","0.2","0.4","0.1","0.0","0.0"
同慶里,新北市,鶯歌區,65000080-007,"4.255825061390992","0.5","0.2","0.3","0.2","0.0","0.0"
永昌里,新北市,鶯歌區,65000080-008,"1.9049919692933999","0.4","0.1","0.1","0.1","0.0","0.0"
南靖里,新北市,鶯歌區,65000080-009,"3.3613238692848197","0.4","0.2","0.2","0.1","0.0","0.0"
尖山里,新北市,鶯歌區,65000080-010,"2.495787476539725","0.4","0.1","0.5","0.2","0.0","0.0"
二橋里,新北市,鶯歌區,65000080-011,"1.487259544219187","0.4","0.1","0.5","0.1","0.0","0.0"
二甲里,新北市,鶯歌區,65000080-012,"3.1211421443588354","0.3","0.3","0.3","0.1","0.0","0.0"
東湖里,新北市,鶯歌區,65000080-013,"2.5664866651851526","0.1","0.3","0.4","0.3","0.0","0.0"
大湖里,新北市,鶯歌區,65000080-014,"1.9471981172296093","0.2","0.2","0.2","0.1","0.0","0.0"
鳳鳴里,新北市,鶯歌區,65000080-015,"3.2794514417366374","0.4","0.1","0.5","0.2","0.0","0.0"
鳳福里,新北市,鶯歌區,65000080-016,"2.084530657653427","0.1","0.2","0.5","0.1","0.0","0.0"
永吉里,新北市,鶯歌區,65000080-017,"1.791269182461672","0.5","0.1","0.4","0.1","0.0","0.0"
中湖里,新北市,鶯歌區,65000080-018,"1.3273368707525275","0.3","0.1","0.3","0.1","0.0","0.0"
鳳祥里,新北市,鶯歌區,65000080-019,"2.918711145777221","0.4","0.1","0.2","0.1","0.0","0.0"
建國里,新北市,鶯歌區,65000080-020,"2.7174690170546536","0.5","0.1","0.5","0.2","0.0","0.0"
三峽里,新北市,三峽區,65000090-001,"4.608730853465532","0.5","0.5","0.4","0.2","0.0","0.0"
秀川里,新北市,三峽區,65000090-002,"3.475383390586983","0.5","0.3","0.4","0.1","0.0","0.0"
八張里,新北市,三峽區,65000090-003,"3.156087036783745","0.4","0.1","0.3","0.1","0.0","0.0"
中埔里,新北市,三峽區,65000090-004,"4.104684054271554","0.5","0.1","0.5","0.2","0.0","0.0"
弘道里,新北市,三峽區,65000090-005,"1.9685904553881644","0.3","0.2","0.4","0.1","0.0","0.0"
永?里,新北市,三峽區,65000090-006,"-2.71880241189238","0.4","0.1","0.1","0.2","0.0","0.0"
礁溪里,新北市,三峽區,65000090-007,"3.1000205924193374","0.3","0.1","0.5","0.2","0.0","0.0"
鳶山里,新北市,三峽區,65000090-008,"2.6731066576668003","0.4","0.1","0.3","0.2","0.0","0.0"
龍埔里,新北市,三峽區,65000090-009,"2.287890914933785","0.5","0.1","0.5","0.2","0.0","0.0"
大埔里,新北市,三峽區,65000090-010,"2.738875184296398","0.3","0.1","0.5","0.2","0.0","0.0"
嘉添里,新北市,三峽區,65000090-011,"0.9821556871519653","0.1","0.5","0.5","0.2","0.0","0.0"
添福里,新北市,三峽區,65000090-012,"2.8494673749990502","0.1","0.2","0.4","0.1","0.0","0.0"
金圳里,新北市,三峽區,65000090-013,"0.9358554792902171","0.1","0.4","0.4","0.1","0.0","0.0"
五寮里,新北市,三峽區,65000090-014,"0.6151315081301383","0.1","0.5","0.4","0.1","0.0","0.0"
插角里,新北市,三峽區,65000090-015,"1.797855180131236","0.1","0.5","0.4","0.2","0.0","0.0"
有木里,新北市,三峽區,65000090-016,"0.8064367311474732","0.1","0.5","0.3","0.1","0.0","0.0"
溪北里,新北市,三峽區,65000090-017,"2.0889190147274497","0.2","0.3","0.3","0.1","0.0","0.0"
溪南里,新北市,三峽區,65000090-018,"2.8303364426010584","0.1","0.2","0.4","0.1","0.0","0.0"
溪東里,新北市,三峽區,65000090-019,"1.024732036906488","0.2","0.1","0.3","0.1","0.0","0.0"
成福里,新北市,三峽區,65000090-020,"2.0018994873651974","0.1","0.2","0.3","0.1","0.0","0.0"
安坑里,新北市,三峽區,65000090-021,"-0.03203036988936321","0.1","0.4","0.3","0.1","0.0","0.0"
竹崙里,新北市,三峽區,65000090-022,"0.9186829671421726","0.1","0.5","0.4","0.1","0.0","0.0"
介壽里,新北市,三峽區,65000090-023,"1.2504669924203307","0.2","0.1","0.3","0.1","0.0","0.0"
安溪里,新北市,三峽區,65000090-024,"2.2454441474019884","0.2","0.1","0.2","0.2","0.0","0.0"
中正里,新北市,三峽區,65000090-025,"2.6163007865567263","0.3","0.1","0.3","0.1","0.0","0.0"
二鬮里,新北市,三峽區,65000090-026,"0.260117349425189","0.2","0.1","0.3","0.1","0.0","0.0"
龍學里,新北市,三峽區,65000090-027,"3.715842647305214","0.5","0.1","0.5","0.5","0.0","0.0"
龍恩里,新北市,三峽區,65000090-028,"4.1981407059236755","0.5","0.1","0.5","0.5","0.0","0.0"
中和里,新北市,淡水區,65000100-001,"0.010601467064221173","0.1","0.5","0.4","0.1","0.0","0.0"
屯山里,新北市,淡水區,65000100-002,"1.5713187408082374","0.1","0.4","0.3","0.1","0.0","0.0"
賢孝里,新北市,淡水區,65000100-003,"2.5220570565939964","0.1","0.4","0.3","0.2","0.0","0.0"
興仁里,新北市,淡水區,65000100-004,"2.6065818990692295","0.1","0.5","0.4","0.2","0.0","0.0"
蕃薯里,新北市,淡水區,65000100-005,"-0.020858938803410304","0.1","0.3","0.4","0.1","0.0","0.0"
義山里,新北市,淡水區,65000100-006,"1.8638652711914032","0.1","0.3","0.3","0.1","0.0","0.0"
忠山里,新北市,淡水區,65000100-007,"0.04952079950009798","0.2","0.5","0.4","0.2","0.0","0.0"
崁頂里,新北市,淡水區,65000100-008,"4.900919958350342","0.5","0.1","0.5","0.3","0.0","1.0"
埤島里,新北市,淡水區,65000100-009,"4.24426579154999","0.5","0.2","0.5","0.3","0.0","1.0"
新興里,新北市,淡水區,65000100-010,"2.9644547653392426","0.4","0.1","0.3","0.2","0.0","0.0"
水碓里,新北市,淡水區,65000100-011,"2.84195827245047","0.3","0.2","0.2","0.2","0.0","0.0"
北投里,新北市,淡水區,65000100-012,"7.083877884129504","0.5","0.1","0.5","0.4","1.0","1.0"
水源里,新北市,淡水區,65000100-013,"1.0699910932141468","0.2","0.4","0.3","0.2","0.0","0.0"
忠寮里,新北市,淡水區,65000100-014,"1.6017894118764093","0.2","0.5","0.4","0.2","0.0","0.0"
樹興里,新北市,淡水區,65000100-015,"1.776163149892623","0.1","0.5","0.5","0.4","0.0","0.0"
坪頂里,新北市,淡水區,65000100-016,"3.0860422425509038","0.1","0.4","0.4","0.3","0.0","0.0"
福德里,新北市,淡水區,65000100-017,"4.6199317790931635","0.1","0.2","0.5","0.5","0.0","0.0"
竹圍里,新北市,淡水區,65000100-018,"2.2910025097874573","0.1","0.3","0.5","0.3","0.0","0.0"
民生里,新北市,淡水區,65000100-019,"3.8478970975377735","0.2","0.3","0.5","0.3","0.0","0.0"
八勢里,新北市,淡水區,65000100-020,"7.505672670600304","0.2","0.3","0.5","0.5","0.0","1.0"
竿蓁里,新北市,淡水區,65000100-021,"5.404997136761995","0.2","0.3","0.5","0.4","0.0","1.0"
鄧公里,新北市,淡水區,65000100-022,"4.156009443034547","0.2","0.2","0.5","0.4","0.0","0.0"
中興里,新北市,淡水區,65000100-023,"5.28286483567483","0.2","0.4","0.3","0.2","0.0","1.0"
長庚里,新北市,淡水區,65000100-024,"3.511835092138541","0.1","0.5","0.3","0.2","0.0","0.0"
清文里,新北市,淡水區,65000100-025,"3.3323522837102253","0.1","0.4","0.5","0.2","0.0","0.0"
草東里,新北市,淡水區,65000100-026,"5.9714154131856585","0.1","0.5","0.4","0.3","0.0","0.0"
協元里,新北市,淡水區,65000100-027,"3.3584482162348475","0.2","0.4","0.2","0.1","0.0","0.0"
永吉里,新北市,淡水區,65000100-028,"3.5671314283497866","0.2","0.4","0.4","0.3","0.0","0.0"
民安里,新北市,淡水區,65000100-029,"3.9298653205290934","0.4","0.5","0.4","0.3","0.0","0.0"
新生里,新北市,淡水區,65000100-030,"4.998447218109565","0.1","0.4","0.3","0.1","0.0","0.0"
八連里,新北市,汐止區,65000110-017,"0.7987316319433594","0.1","0.4","0.4","0.1","0.0","0.0"
樟樹里,新北市,汐止區,65000110-018,"4.2439846140637165","0.1","0.3","0.5","0.1","0.0","0.0"
北峰里,新北市,汐止區,65000110-019,"2.638539984423073","0.1","0.2","0.5","0.2","0.0","0.0"
北山里,新北市,汐止區,65000110-020,"2.6124768847129523","0.1","0.2","0.5","0.3","0.0","0.0"
白雲里,新北市,汐止區,65000110-021,"2.8663330830377993","0.3","0.2","0.5","0.4","0.0","0.0"
橫科里,新北市,汐止區,65000110-022,"4.754645809834721","0.1","0.3","0.5","0.3","0.0","0.0"
東山里,新北市,汐止區,65000110-023,"1.9951773603709628","0.2","0.4","0.4","0.1","0.0","0.0"
福山里,新北市,汐止區,65000110-024,"2.8921360364903927","0.1","0.4","0.5","0.5","0.0","0.0"
宜興里,新北市,汐止區,65000110-025,"2.4006109518467205","0.1","0.5","0.5","0.4","0.0","0.0"
中興里,新北市,汐止區,65000110-026,"1.951803475837798","0.1","0.1","0.5","0.2","0.0","0.0"
湖光里,新北市,汐止區,65000110-027,"4.134773910618054","0.1","0.1","0.5","0.4","0.0","0.0"
仁德里,新北市,汐止區,65000110-028,"2.4568518762902323","0.1","0.4","0.5","0.1","0.0","0.0"
厚德里,新北市,汐止區,65000110-029,"2.8895147268738826","0.1","0.1","0.4","0.2","0.0","0.0"
忠孝里,新北市,汐止區,65000110-030,"3.0115686142638496","0.1","0.1","0.5","0.3","0.0","0.0"
自強里,新北市,汐止區,65000110-031,"3.0968114415436663","0.4","0.1","0.5","0.4","0.0","0.0"
文化里,新北市,汐止區,65000110-032,"3.5163384458984916","0.3","0.1","0.5","0.4","0.0","0.0"
金龍里,新北市,汐止區,65000110-033,"1.1825734474084695","0.1","0.1","0.5","0.3","0.0","0.0"
福德里,新北市,汐止區,65000110-034,"4.1735384928467685","0.1","0.1","0.4","0.2","0.0","0.0"
興福里,新北市,汐止區,65000110-035,"4.174034912779256","0.1","0.1","0.5","0.2","0.0","0.0"
康福里,新北市,汐止區,65000110-036,"4.162039536229398","0.1","0.1","0.5","0.3","0.0","0.0"
忠山里,新北市,汐止區,65000110-037,"2.3315100791753305","0.1","0.4","0.3","0.5","0.0","0.0"
環河里,新北市,汐止區,65000110-038,"3.9511255976480872","0.1","0.3","0.5","0.1","0.0","0.0"
東勢里,新北市,汐止區,65000110-039,"3.138983228415614","0.1","0.2","0.5","0.5","0.0","0.0"
山光里,新北市,汐止區,65000110-040,"4.43308933534833","0.1","0.1","0.5","0.2","0.0","0.0"
大同里,新北市,汐止區,65000110-041,"2.5617160722494003","0.2","0.1","0.4","0.3","0.0","0.0"
崇德里,新北市,汐止區,65000110-042,"2.1952666223096595","0.4","0.1","0.4","0.3","0.0","0.0"
湖興里,新北市,汐止區,65000110-043,"0.2104793705322247","0.1","0.2","0.5","0.4","0.0","0.0"
長青里,新北市,汐止區,65000110-044,"1.265193949927018","0.1","0.5","0.3","0.5","0.0","0.0"
福安里,新北市,汐止區,65000110-045,"3.6408106818996355","0.5","0.1","0.5","0.4","0.0","0.0"
秀山里,新北市,汐止區,65000110-046,"3.837075795173469","0.4","0.1","0.5","0.4","0.0","0.0"
建成里,新北市,汐止區,65000110-047,"2.3341194582379896","0.3","0.1","0.3","0.3","0.0","0.0"
城中里,新北市,汐止區,65000110-048,"3.3957469774003033","0.2","0.1","0.5","0.4","0.0","0.0"
湖蓮里,新北市,汐止區,65000110-049,"4.379752283231281","0.1","0.3","0.5","0.5","0.0","0.0"
保新里,新北市,汐止區,65000110-050,"1.31320857006688","0.1","0.1","0.5","0.1","0.0","0.0"
龍潭里,新北市,瑞芳區,65000120-001,"2.4169188054857873","0.1","0.5","0.4","0.2","0.0","0.0"
龍興里,新北市,瑞芳區,65000120-002,"3.706665103490599","0.3","0.4","0.5","0.2","0.0","0.0"
龍鎮里,新北市,瑞芳區,65000120-003,"3.8580071289335542","0.1","0.4","0.4","0.1","0.0","0.0"
龍川里,新北市,瑞芳區,65000120-004,"2.5441862691948915","0.3","0.2","0.2","0.1","0.0","0.0"
龍山里,新北市,瑞芳區,65000120-005,"2.8423683967271294","0.1","0.3","0.3","0.1","0.0","0.0"
龍安里,新北市,瑞芳區,65000120-006,"3.287357427175024","0.2","0.4","0.4","0.1","0.0","0.0"
爪?里,新北市,瑞芳區,65000120-007,"-3.4373107311423974","0.3","0.3","0.3","0.1","0.0","0.0"
柑坪里,新北市,瑞芳區,65000120-008,"3.870924801124036","0.1","0.3","0.3","0.1","0.0","0.0"
東和里,新北市,瑞芳區,65000120-009,"2.1293977263556125","0.3","0.4","0.5","0.1","0.0","0.0"
上天里,新北市,瑞芳區,65000120-010,"1.3273847885062753","0.1","0.4","0.4","0.1","0.0","0.0"
吉慶里,新北市,瑞芳區,65000120-011,"1.6154025773164602","0.1","0.2","0.3","0.1","0.0","0.0"
吉安里,新北市,瑞芳區,65000120-012,"0.44908251927787457","0.2","0.2","0.4","0.1","0.0","0.0"
傑魚里,新北市,瑞芳區,65000120-013,"2.3439526213063875","0.3","0.2","0.3","0.1","0.0","0.0"
猴硐里,新北市,瑞芳區,65000120-014,"0.9657311875004613","0.1","0.4","0.3","0.1","0.0","0.0"
光復里,新北市,瑞芳區,65000120-015,"1.25301367187072","0.1","0.5","0.4","0.1","0.0","0.0"
弓橋里,新北市,瑞芳區,65000120-016,"3.406027088594633","0.1","0.5","0.3","0.1","0.0","0.0"
碩仁里,新北市,瑞芳區,65000120-017,"0.450282431466101","0.1","0.5","0.4","0.1","0.0","0.0"
基山里,新北市,瑞芳區,65000120-018,"4.275682437917244","0.1","0.5","0.4","0.1","0.0","0.0"
永慶里,新北市,瑞芳區,65000120-019,"4.065641146454638","0.1","0.5","0.4","0.1","0.0","0.0"
崇文里,新北市,瑞芳區,65000120-020,"4.325241850936674","0.1","0.5","0.4","0.1","0.0","0.0"
福住里,新北市,瑞芳區,65000120-021,"4.878646854242739","0.1","0.5","0.4","0.5","0.0","0.0"
頌德里,新北市,瑞芳區,65000120-022,"4.275889856257468","0.1","0.5","0.4","0.1","0.0","0.0"
新山里,新北市,瑞芳區,65000120-023,"4.185005138483146","0.1","0.5","0.4","0.1","0.0","0.0"
瓜山里,新北市,瑞芳區,65000120-024,"4.615117329685346","0.1","0.5","0.4","0.2","0.0","0.0"
銅山里,新北市,瑞芳區,65000120-025,"4.317489447368622","0.1","0.5","0.4","0.1","0.0","0.0"
石山里,新北市,瑞芳區,65000120-026,"4.431248733379682","0.1","0.5","0.4","0.2","0.0","0.0"
?新里,新北市,瑞芳區,65000120-027,"3.331165831805002","0.1","0.5","0.4","0.1","0.0","0.0"
?洞里,新北市,瑞芳區,65000120-028,"3.25511812103258","0.1","0.5","0.4","0.1","0.0","0.0"
海濱里,新北市,瑞芳區,65000120-029,"1.58999931904068","0.1","0.2","0.4","0.1","0.0","0.0"
瑞濱里,新北市,瑞芳區,65000120-030,"3.2030556689180494","0.2","0.2","0.3","0.1","0.0","0.0"
深澳里,新北市,瑞芳區,65000120-031,"1.5877698055362983","0.1","0.3","0.4","0.1","0.0","0.0"
南雅里,新北市,瑞芳區,65000120-032,"2.300040659407475","0.1","0.3","0.3","0.1","0.0","0.0"
鼻頭里,新北市,瑞芳區,65000120-033,"0.831800803758532","0.1","0.2","0.4","0.1","0.0","0.0"
新峰里,新北市,瑞芳區,65000120-034,"2.5713104305327055","0.4","0.1","0.5","0.1","0.0","0.0"
埤塘里,新北市,土城區,65000130-001,"2.734040771289875","0.1","0.1","0.5","0.2","0.0","0.0"
土城里,新北市,土城區,65000130-002,"4.294169399572922","0.4","0.3","0.4","0.2","0.0","0.0"
員林里,新北市,土城區,65000130-003,"4.883137974347277","0.4","0.1","0.5","0.4","0.0","0.0"
員仁里,新北市,土城區,65000130-004,"2.129052446296778","0.3","0.1","0.2","0.1","0.0","0.0"
長風里,新北市,土城區,65000130-005,"4.66434747440605","0.2","0.2","0.5","0.3","0.0","0.0"
日新里,新北市,土城區,65000130-006,"3.7162095022201425","0.3","0.2","0.3","0.1","0.0","0.0"
日和里,新北市,土城區,65000130-007,"4.8634944255673505","0.4","0.1","0.5","0.3","0.0","0.0"
貨饒里,新北市,土城區,65000130-008,"4.11819436335428","0.3","0.1","0.4","0.3","0.0","0.0"
柑林里,新北市,土城區,65000130-009,"4.955744156351254","0.5","0.1","0.5","0.4","0.0","0.0"
埤林里,新北市,土城區,65000130-010,"5.447954159250446","0.3","0.1","0.1","0.3","0.0","0.0"
瑞興里,新北市,土城區,65000130-011,"1.1409162073123251","0.3","0.3","0.2","0.2","0.0","0.0"
清水里,新北市,土城區,65000130-012,"2.3514202275117713","0.2","0.1","0.2","0.1","0.0","0.0"
清和里,新北市,土城區,65000130-013,"-1.073992164955266","0.2","0.1","0.1","0.1","0.0","0.0"
永豐里,新北市,土城區,65000130-014,"3.8795839219323445","0.4","0.1","0.2","0.3","0.0","0.0"
清化里,新北市,土城區,65000130-015,"0.7557948960175701","0.1","0.2","0.4","0.1","0.0","0.0"
清溪里,新北市,土城區,65000130-016,"2.030941935637068","0.3","0.1","0.3","0.3","0.0","0.0"
?廷里,新北市,土城區,65000130-017,"-3.8371502617301916","0.3","0.1","0.1","0.1","0.0","0.0"
平和里,新北市,土城區,65000130-018,"0.41436171753323564","0.3","0.1","0.5","0.1","0.0","0.0"
廷寮里,新北市,土城區,65000130-019,"2.621685442536138","0.3","0.1","0.2","0.2","0.0","0.0"
大安里,新北市,土城區,65000130-020,"3.5271643163036153","0.3","0.2","0.4","0.2","0.0","0.0"
永寧里,新北市,土城區,65000130-021,"2.6066284779046818","0.4","0.1","0.5","0.2","0.0","0.0"
沛陂里,新北市,土城區,65000130-022,"4.746463668241115","0.3","0.1","0.5","0.2","0.0","0.0"
頂埔里,新北市,土城區,65000130-023,"4.513259419603086","0.2","0.1","0.3","0.2","0.0","0.0"
頂福里,新北市,土城區,65000130-024,"1.9303663791591403","0.4","0.1","0.4","0.1","0.0","0.0"
頂新里,新北市,土城區,65000130-025,"2.646859079301667","0.5","0.1","0.5","0.4","0.0","0.0"
祖田里,新北市,土城區,65000130-026,"2.503303152036029","0.3","0.1","0.4","0.1","0.0","0.0"
樂利里,新北市,土城區,65000130-027,"5.688060234493346","0.2","0.1","0.2","0.2","0.0","0.0"
廣福里,新北市,土城區,65000130-028,"3.089372286679667","0.3","0.1","0.3","0.3","0.0","0.0"
學府里,新北市,土城區,65000130-029,"6.34159772184032","0.4","0.1","0.2","0.2","0.0","0.0"
延壽里,新北市,土城區,65000130-030,"2.589636906331341","0.3","0.1","0.3","0.1","0.0","0.0"
安和里,新北市,土城區,65000130-031,"1.3879267774277426","0.3","0.1","0.2","0.1","0.0","0.0"
青雲里,新北市,土城區,65000130-032,"4.378827013017553","0.3","0.2","0.5","0.2","0.0","0.0"
員福里,新北市,土城區,65000130-033,"4.362340257809038","0.2","0.2","0.2","0.2","0.0","0.0"
延吉里,新北市,土城區,65000130-034,"2.340172803760191","0.3","0.2","0.4","0.1","0.0","0.0"
復興里,新北市,土城區,65000130-035,"3.259619272260394","0.2","0.1","0.2","0.2","0.0","0.0"
裕生里,新北市,土城區,65000130-036,"2.7275870345140563","0.3","0.1","0.2","0.2","0.0","0.0"
員信里,新北市,土城區,65000130-037,"3.709905638396126","0.3","0.1","0.2","0.2","0.0","0.0"
永富里,新北市,土城區,65000130-038,"2.1779496614895564","0.2","0.1","0.5","0.1","0.0","0.0"
學成里,新北市,土城區,65000130-039,"4.291039512944232","0.3","0.1","0.4","0.2","0.0","0.0"
延和里,新北市,土城區,65000130-040,"1.9378588204262652","0.4","0.1","0.5","0.2","0.0","0.0"
中正里,新北市,土城區,65000130-041,"5.362813906511239","0.4","0.1","0.4","0.2","0.0","0.0"
學士里,新北市,土城區,65000130-042,"5.456576027045829","0.4","0.1","0.3","0.4","0.0","0.0"
明德里,新北市,土城區,65000130-043,"4.624314272350312","0.3","0.1","0.3","0.4","0.0","0.0"
廣興里,新北市,土城區,65000130-044,"4.599100727259106","0.4","0.1","0.4","0.2","0.0","0.0"
青山里,新北市,土城區,65000130-045,"2.275039176657068","0.5","0.2","0.3","0.1","0.0","0.0"
金城里,新北市,土城區,65000130-046,"0.8928153155780937","0.3","0.1","0.1","0.2","0.0","0.0"
延祿里,新北市,土城區,65000130-047,"0.8748325917250738","0.3","0.1","0.2","0.1","0.0","0.0"
正義里,新北市,蘆洲區,65000140-001,"5.07494896656687","0.5","0.1","0.5","0.5","0.0","0.0"
中原里,新北市,蘆洲區,65000140-002,"3.555644780718773","0.5","0.1","0.5","0.3","0.0","0.0"
中路里,新北市,蘆洲區,65000140-003,"0.7569982035439782","0.4","0.1","0.2","0.2","0.0","0.0"
光華里,新北市,蘆洲區,65000140-004,"0.9406016369057225","0.3","0.1","0.4","0.2","0.0","0.0"
保佑里,新北市,蘆洲區,65000140-005,"3.73934162898607","0.4","0.2","0.3","0.1","0.0","0.0"
水湳里,新北市,蘆洲區,65000140-006,"1.3133934021837523","0.3","0.1","0.3","0.3","0.0","0.0"
樓厝里,新北市,蘆洲區,65000140-007,"1.2878569542935494","0.3","0.1","0.5","0.3","0.0","0.0"
鷺江里,新北市,蘆洲區,65000140-008,"1.2777807892172721","0.3","0.1","0.5","0.3","0.0","0.0"
