Region,County Name,Township Name,Village Name,c_Population,c_Sex Ratio,c_Population Density,c_Dependency Ratio,c_Child Dependency Ratio,c_Elderly Dependency Ratio,c_Aging Index,c_Population aged 0-14,c_Population aged 15-64,c_Population aged 65 and above,j_15 with Doctorate Degree,j_15 with Master Degree,j_15 with University Education,j_15 with Vocational Education,j_15 with Senior High School Education,j_15 with Junior High School Education,j_15 with Elementary School Education,j_15 with Self-Taught Education,j_15 who are Illiterate,c_15 who are Unmarried,c_15 who are Married,c_15 who are Divorced,c_Natural Increase,c_Social Increase,c_Total Number of Households,ji_Total Comprehensive Income,ji_Average Comprehensive Income,ji_Median Comprehensive Income,ji_Comprehensive Income Q1,ji_Comprehensive Income Q3,ji_Comprehensive Income std,ji_Total Amount of Various Types of Income,ji_Income from Wages and Salaries,Median Housing Price with parking space,Median Housing Price no parking space,NO2,PM2.5,water,105green,m105300,m105300s,m105500,m105500s,fire,police,primary,secondary,gym,area,multiHospital,Shelter
新北市三重區六合里,新北市,三重區,六合里,3922,99.59,40062.92,33.27,16.14,17.13,106.11,475,2943,504,9,146,778,370,1041,621,435,15,32,1821,1552,322,2,-91,1490,746594,731,572,354,927,599.38,746594,617488,15000000.0,8800000.0,29.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,97882.0,2.0,0.0
新北市三重區六福里,新北市,三重區,六福里,5952,96.7,54615.02,30.35,18.68,11.67,62.49,853,4566,533,15,230,1308,563,1526,986,443,4,24,2744,2570,414,28,-77,2011,1205890,737,576,355,932,643.8,1206011,997366,15000000.0,8800000.0,29.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,105830.0,1.0,1.0
新北市三重區博愛里,新北市,三重區,博愛里,4789,94.36,65137.85,26.09,12.95,13.14,101.42,492,3798,499,15,197,1093,473,1325,734,418,6,36,2153,2092,324,16,-44,1633,1024345,735,556,350,892,654.37,1024372,847643,15000000.0,8800000.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,88978.0,0.0,0.0
新北市三重區厚德里,新北市,三重區,厚德里,3872,96.25,61801.7,35.81,20.2,15.61,77.26,576,2851,445,10,192,825,434,962,451,407,4,11,1785,1650,276,6,-6,1449,917388,857,600,378,1078,789.66,917388,767145,15000000.0,8800000.0,31.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,61982.0,1.0,0.0
新北市三重區吉利里,新北市,三重區,吉利里,1455,99.59,53528.07,27.19,9.88,17.31,175.22,113,1144,198,3,64,317,163,386,232,155,4,18,642,595,123,1,-51,627,298903,715,545,350,892,583.38,298903,245782,15000000.0,8800000.0,26.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,35805.0,1.0,0.0
新北市三重區同安里,新北市,三重區,同安里,1542,101.31,3901.99,32.36,15.11,17.25,114.2,176,1165,201,5,41,259,115,447,286,188,6,19,673,576,182,-2,36,598,214498,618,502,324,787,449.11,214542,186447,15000000.0,8800000.0,26.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,71638.0,1.0,1.0
新北市三重區同慶里,新北市,三重區,同慶里,1861,99.25,4075.85,30.69,13.2,17.49,132.45,188,1424,249,9,76,447,189,512,236,175,4,25,846,742,164,9,-31,734,436617,841,577,340,1078,826.02,436617,362495,15000000.0,8800000.0,26.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52318.0,1.0,0.0
新北市三重區國隆里,新北市,三重區,國隆里,2854,93.1,49546.89,30.44,14.26,16.18,113.46,312,2188,354,2,117,635,321,773,374,293,4,23,1294,1158,253,5,-6,1100,624034,775,555,349,970,738.01,624034,530608,15000000.0,8800000.0,30.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,57122.0,2.0,0.0
新北市三重區培德里,新北市,三重區,培德里,3964,97.51,23651.41,32.75,16.78,15.97,95.21,501,2986,477,20,190,883,386,1040,535,380,7,22,1804,1708,257,2,-35,1443,1003455,911,571,355,988,2042.73,1003455,708557,15000000.0,8800000.0,31.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,163972.0,1.0,1.0
新北市三重區大同里,新北市,三重區,大同里,2042,90.66,58632.67,26.28,10.76,15.52,144.25,174,1617,251,7,109,478,253,560,249,195,1,16,916,776,220,9,33,915,517155,817,601,373,1058,766.24,517155,433554,15000000.0,8800000.0,26.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,37251.0,2.0,0.0
新北市三重區大園里,新北市,三重區,大園里,2921,101.03,69224.57,36.43,17.66,18.78,106.35,378,2141,402,8,116,581,288,814,375,333,2,26,1320,1156,271,1,104,1122,619683,835,569,350,983,1049.54,619683,508202,15000000.0,8800000.0,30.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,43624.0,2.0,0.0
新北市三重區大安里,新北市,三重區,大安里,1733,101.75,52766.19,32.49,14.07,18.43,130.98,184,1308,241,3,42,361,156,510,238,225,1,13,789,656,175,1,-27,676,301265,689,535,324,853,642.71,301265,246220,15000000.0,8800000.0,26.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,35104.0,1.0,0.0
新北市三重區大德里,新北市,三重區,大德里,840,89.19,37931.81,34.4,11.84,22.56,190.54,74,625,141,3,27,168,93,253,101,117,0,4,364,349,58,-2,-10,348,174452,769,555,334,947,671.37,173933,141101,15000000.0,8800000.0,30.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,22335.0,1.0,0.0
新北市三重區大有里,新北市,三重區,大有里,5584,98.3,18358.22,26.54,13.96,12.58,90.1,616,4413,555,19,266,1274,554,1501,816,488,10,40,2545,2408,387,48,-71,1991,1344401,754,571,362,930,692.48,1344414,1041587,15000000.0,8800000.0,22.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,283301.0,0.0,1.0
新北市三重區奕壽里,新北市,三重區,奕壽里,1869,96.12,15490.58,32.08,13.5,18.59,137.7,191,1415,263,9,74,417,199,508,255,198,2,16,862,721,186,0,8,782,392990,746,522,322,921,755.5,392990,325337,15000000.0,8800000.0,31.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,113665.0,1.0,3.0
新北市三重區安慶里,新北市,三重區,安慶里,2204,95.39,67423.29,31.43,12.22,19.2,157.07,205,1677,322,5,71,436,209,586,368,302,3,19,1013,846,222,5,43,896,380605,649,494,333,811,554.41,380605,314927,15000000.0,8800000.0,30.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,25844.0,2.0,0.0
新北市三重區富福里,新北市,三重區,富福里,2180,94.64,34492.03,29.53,15.81,13.73,86.84,266,1683,231,6,70,421,200,551,390,250,7,19,986,920,163,9,-27,776,381044,706,524,343,845,636.81,381044,329334,15000000.0,8800000.0,27.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,71487.0,0.0,1.0
新北市三重區富華里,新北市,三重區,富華里,3381,104.41,82176.8,32.54,18.03,14.5,80.43,460,2551,370,12,154,657,331,837,536,359,10,25,1499,1459,254,12,-30,1319,797850,828,595,372,990,984.61,797982,656604,15000000.0,8800000.0,27.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,36534.0,0.0,0.0
新北市三重區富貴里,新北市,三重區,富貴里,6488,91.05,8644.86,29.42,18.01,11.41,63.34,903,5013,572,46,479,1729,717,1408,697,469,8,32,2853,2963,425,52,12,2754,2446250,1212,732,402,1421,1910.92,2446494,1858874,15000000.0,8800000.0,27.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,461659.0,0.0,3.0
新北市三重區尚德里,新北市,三重區,尚德里,3290,93.42,39307.05,34.67,15.84,18.83,118.86,387,2443,460,11,124,681,328,871,473,388,6,21,1524,1345,233,7,-20,1234,611786,694,534,340,882,568.96,611786,525393,15000000.0,8800000.0,31.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,98372.0,1.0,0.0
新北市三重區崇德里,新北市,三重區,崇德里,4209,102.26,42913.95,35.51,16.32,19.19,117.55,507,3106,596,6,125,768,384,1083,748,523,15,50,1879,1729,362,8,-73,1515,721315,713,549,358,900,548.18,721315,618455,15000000.0,8800000.0,31.0,18.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,103628.0,1.0,0.0
新北市三重區平和里,新北市,三重區,平和里,1592,105.42,57597.68,37.84,13.42,24.42,181.94,155,1155,282,4,34,246,140,464,267,234,5,43,693,600,183,-8,-32,642,239326,612,476,310,779,524.78,239326,203713,15000000.0,8800000.0,26.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,30155.0,2.0,0.0
新北市三重區幸福里,新北市,三重區,幸福里,4810,96.57,23708.83,31.03,13.59,17.43,128.26,499,3671,640,16,211,991,527,1355,676,488,15,32,2195,1978,386,7,9,1870,1055210,787,534,329,889,1096.94,1055210,766608,15000000.0,8800000.0,29.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,204629.0,2.0,0.0
新北市三重區德厚里,新北市,三重區,德厚里,408,96.15,1044.65,39.73,10.27,29.45,286.67,30,292,86,0,11,61,34,116,88,60,0,8,147,184,37,-2,-18,170,84629,769,523,309,931,824.74,84629,58691,15000000.0,8800000.0,23.0,17.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,153627.0,1.0,0.0
新北市三重區忠孝里,新北市,三重區,忠孝里,1776,101.59,50081.78,33.53,11.05,22.48,203.4,147,1330,299,5,62,353,174,532,248,228,6,21,764,705,191,-9,-34,721,334328,721,536,334,921,637.15,334328,255799,15000000.0,8800000.0,26.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,28526.0,2.0,0.0
新北市三重區慈化里,新北市,三重區,慈化里,2718,94.98,52189.94,31.11,17.08,14.04,82.2,354,2073,291,6,95,542,243,746,427,281,5,19,1285,1107,196,6,-4,946,519135,740,573,357,939,597.65,519135,436735,15000000.0,8800000.0,27.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,50968.0,0.0,0.0
新北市三重區慈惠里,新北市,三重區,慈惠里,2266,98.95,66315.48,32.44,14.2,18.23,128.4,243,1711,312,4,78,415,204,579,429,282,5,27,1017,953,170,8,-35,838,392065,682,550,351,834,724.53,392109,350947,15000000.0,8800000.0,31.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,32654.0,0.0,0.0
新北市三重區慈愛里,新北市,三重區,慈愛里,3707,96.66,62700.86,30.99,13.75,17.24,125.45,389,2830,488,6,98,690,344,966,686,482,12,34,1640,1543,308,10,-40,1375,603947,644,533,351,835,476.29,603947,521790,15000000.0,8800000.0,31.0,18.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,57691.0,0.0,0.0
新北市三重區慈生里,新北市,三重區,慈生里,2422,95.8,51910.75,34.56,13.0,21.56,165.81,234,1800,388,1,60,462,231,646,392,350,10,36,1041,1061,181,4,-38,887,405019,668,506,333,809,672.89,405019,333472,15000000.0,8800000.0,31.0,18.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,58565.0,0.0,0.0
新北市三重區慈祐里,新北市,三重區,慈祐里,5010,99.36,51168.4,33.07,16.76,16.31,97.31,631,3765,614,6,190,993,524,1229,811,576,12,38,2315,2120,335,0,23,1781,1009276,781,572,353,959,702.29,1009276,811032,15000000.0,8800000.0,31.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,92385.0,0.0,0.0
新北市三重區慈福里,新北市,三重區,慈福里,2335,101.99,65654.44,33.73,12.71,21.02,165.32,222,1746,367,3,74,435,177,621,452,312,17,22,1044,913,220,3,-50,945,368617,636,509,317,799,559.21,368617,312889,15000000.0,8800000.0,31.0,18.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,26938.0,0.0,0.0
新北市三重區成功里,新北市,三重區,成功里,6550,92.53,3404.05,32.73,19.98,12.75,63.79,986,4935,629,19,397,1611,775,1718,541,463,11,29,3005,2773,525,29,103,2754,1951658,976,723,395,1289,880.35,1951659,1608085,15000000.0,8800000.0,24.0,18.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,234973.0,1.0,0.0
新北市三重區承德里,新北市,三重區,承德里,1976,102.25,13242.37,40.94,17.26,23.68,137.19,242,1402,332,7,66,363,187,490,322,254,14,31,851,855,141,-1,-21,670,372825,755,567,331,960,676.73,372825,300720,15000000.0,8800000.0,31.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,56315.0,1.0,0.0
新北市三重區文化里,新北市,三重區,文化里,2493,100.08,36071.36,42.7,17.17,25.53,148.67,300,1747,446,5,123,520,269,627,301,330,4,14,1084,1051,197,12,7,969,552312,806,566,347,955,942.87,552312,405217,15000000.0,8800000.0,30.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,68088.0,2.0,0.0
新北市三重區正安里,新北市,三重區,正安里,2080,95.49,55472.58,33.93,13.33,20.61,154.59,207,1553,320,4,77,446,221,568,291,244,4,18,895,872,175,2,-16,851,449382,748,543,328,938,730.16,449382,336958,15000000.0,8800000.0,30.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,34593.0,2.0,0.0
新北市三重區正德里,新北市,三重區,正德里,1216,93.32,50469.0,39.13,17.73,21.4,120.65,155,874,187,3,46,234,118,328,173,151,2,6,563,463,111,4,-20,502,210976,708,518,329,885,774.55,210976,167293,15000000.0,8800000.0,30.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,30250.0,2.0,0.0
新北市三重區正義里,新北市,三重區,正義里,1962,100.41,29986.24,35.87,16.27,19.6,120.43,235,1444,283,7,85,442,214,496,239,229,2,13,925,803,151,0,6,775,498754,877,544,342,984,1654.93,498754,336544,15000000.0,8800000.0,30.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,62801.0,2.0,1.0
新北市三重區民生里,新北市,三重區,民生里,4572,96.9,58460.24,34.67,16.94,17.73,104.7,575,3395,602,3,143,913,457,1211,683,556,9,22,2089,1812,413,5,-50,1735,800491,676,534,348,829,562.95,800491,672781,15000000.0,8800000.0,29.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,78492.0,2.0,0.0
新北市三重區永吉里,新北市,三重區,永吉里,3235,93.37,43756.42,34.12,20.23,13.89,68.65,488,2412,335,3,128,637,336,854,449,316,3,21,1514,1306,261,10,-42,1214,668617,761,574,369,928,724.02,668617,561554,15000000.0,8800000.0,31.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,82742.0,0.0,0.0
新北市三重區永安里,新北市,三重區,永安里,4483,95.85,68393.67,35.68,22.19,13.5,60.85,733,3304,446,9,172,846,446,1172,651,421,9,24,2123,1810,362,12,-56,1569,859609,757,582,349,953,653.16,859609,741186,15000000.0,8800000.0,23.0,17.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,73208.0,0.0,0.0
新北市三重區永德里,新北市,三重區,永德里,5374,96.06,43429.07,36.33,19.58,16.74,85.49,772,3942,660,6,170,1027,481,1435,830,600,10,43,2532,2141,413,10,-57,1905,945006,703,531,346,883,580.6,945006,794559,15000000.0,8800000.0,31.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,129681.0,1.0,1.0
新北市三重區永春里,新北市,三重區,永春里,2102,96.63,80152.53,33.29,17.5,15.79,90.22,276,1577,249,6,76,459,214,545,279,221,5,21,957,865,166,12,11,797,449935,805,586,380,941,759.54,449935,373701,15000000.0,8800000.0,25.0,17.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,27074.0,1.0,0.0
新北市三重區永清里,新北市,三重區,永清里,6019,92.61,72788.18,33.55,20.43,13.11,64.17,921,4507,591,9,210,1217,560,1502,971,579,15,35,2852,2525,388,16,-93,2044,1147064,750,573,359,933,658.69,1147064,959130,15000000.0,8800000.0,23.0,17.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,82816.0,0.0,0.0
新北市三重區永煇里,新北市,三重區,永煇里,2660,106.52,50719.8,29.13,12.82,16.31,127.27,264,2060,336,7,87,503,238,714,506,303,4,34,1188,1112,231,2,-19,964,448501,671,525,346,822,586.95,448501,376399,15000000.0,8800000.0,23.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,43233.0,0.0,0.0
新北市三重區永發里,新北市,三重區,永發里,6191,100.42,22989.06,28.63,18.1,10.53,58.21,871,4813,507,17,322,1537,608,1468,858,468,12,30,2800,2831,357,50,-33,2177,1683026,847,599,349,1056,856.4,1683026,1294503,15000000.0,8800000.0,23.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,273218.0,0.0,0.0
新北市三重區永盛里,新北市,三重區,永盛里,3581,94.62,40712.61,38.21,20.57,17.64,85.74,533,2591,457,6,107,681,328,946,541,412,5,22,1680,1469,280,-2,-65,1268,594273,689,526,336,866,720.92,594273,483942,15000000.0,8800000.0,31.0,18.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,81966.0,0.0,2.0
新北市三重區永福里,新北市,三重區,永福里,5856,92.57,46824.4,33.91,20.7,13.22,63.87,905,4373,578,11,145,1193,558,1526,880,580,16,42,2798,2364,449,25,-61,2019,1123691,741,543,350,889,709.92,1123695,893733,15000000.0,8800000.0,23.0,17.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,121908.0,0.0,1.0
新北市三重區永興里,新北市,三重區,永興里,1356,93.71,5860.72,29.51,12.42,17.1,137.69,130,1047,179,5,62,274,176,414,160,124,3,8,600,549,141,11,-14,613,344010,837,600,360,1130,716.6,344010,267463,15000000.0,8800000.0,30.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,32844.0,1.0,0.0
新北市三重區永豐里,新北市,三重區,永豐里,6377,96.52,66990.92,31.57,21.83,9.74,44.61,1058,4847,472,6,167,1214,615,1677,1048,549,7,36,3068,2572,500,27,29,2159,1181963,736,568,366,943,590.4,1181967,1026335,15000000.0,8800000.0,23.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,96273.0,0.0,0.0
新北市三重區永順里,新北市,三重區,永順里,5546,93.51,85794.29,30.28,19.26,11.02,57.2,820,4257,469,12,161,1090,512,1397,1010,487,13,44,2720,2154,439,14,91,1883,1022031,719,532,346,848,675.64,1022031,869476,15000000.0,8800000.0,23.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,61890.0,0.0,0.0
新北市三重區清和里,新北市,三重區,清和里,3959,90.98,9523.9,25.52,11.98,13.54,112.96,378,3154,427,20,225,1000,517,1067,428,309,2,13,1696,1745,354,12,30,1826,1226852,944,640,378,1222,930.34,1226857,979844,15000000.0,8800000.0,30.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,64442.0,1.0,0.0
新北市三重區溪美里,新北市,三重區,溪美里,8348,94.14,46520.96,28.35,14.96,13.39,89.52,973,6504,871,16,337,1822,966,2195,1236,726,14,63,3749,3535,705,42,14,3253,1911795,820,594,376,1011,774.07,1911783,1578259,15000000.0,8800000.0,31.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,174802.0,1.0,0.0
新北市三重區瑞德里,新北市,三重區,瑞德里,2557,95.94,44385.43,36.3,15.99,20.31,127.0,300,1876,381,1,68,484,250,674,401,335,13,31,1161,1011,219,9,6,943,430284,720,523,344,860,821.38,430284,330230,15000000.0,8800000.0,31.0,18.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,57070.0,1.0,0.0
新北市三重區田中里,新北市,三重區,田中里,6734,96.84,65034.53,34.33,19.03,15.3,80.4,954,5013,767,17,297,1563,669,1683,848,652,17,34,3151,2888,424,25,38,2341,1524587,789,573,347,1003,736.87,1524587,1219077,15000000.0,8800000.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,110670.0,1.0,0.0
新北市三重區田安里,新北市,三重區,田安里,6573,92.98,52204.78,30.26,15.62,14.65,93.78,788,5046,739,24,300,1397,718,1823,868,590,11,54,2966,2774,500,33,-7,2426,1537661,822,595,355,991,800.62,1537661,1238174,15000000.0,8800000.0,29.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,123744.0,1.0,0.0
新北市三重區田心里,新北市,三重區,田心里,4268,99.25,36369.21,31.57,13.1,18.46,140.94,425,3244,599,9,152,922,424,1128,650,508,2,48,1919,1786,329,7,-45,1593,868183,719,548,344,904,757.6,868183,698457,15000000.0,8800000.0,22.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,115739.0,1.0,0.0
新北市三重區碧華里,新北市,三重區,碧華里,7515,91.76,26404.37,27.96,17.52,10.44,59.57,1029,5873,613,42,610,2019,904,1750,693,429,13,26,3277,3548,449,38,370,3340,3080271,1226,801,429,1505,2572.69,3080282,2410511,15000000.0,8800000.0,27.0,17.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,296362.0,0.0,0.0
新北市三重區福利里,新北市,三重區,福利里,2439,86.33,11966.97,24.25,11.72,12.53,106.96,230,1963,246,11,123,625,260,705,292,169,5,19,1100,1028,224,15,-18,1069,734156,945,656,372,1249,1125.11,734193,579701,15000000.0,8800000.0,26.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,48828.0,2.0,0.0
新北市三重區福安里,新北市,三重區,福安里,3206,98.39,47979.65,30.27,13.61,16.66,122.39,335,2461,410,5,115,712,341,862,459,338,5,34,1448,1331,245,0,6,1265,742193,808,574,360,974,804.94,742193,603522,15000000.0,8800000.0,30.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,62804.0,2.0,1.0
新北市三重區福德里,新北市,三重區,福德里,4137,89.08,39340.43,32.77,17.36,15.4,88.72,541,3116,480,16,191,942,470,1109,471,365,5,27,1921,1698,335,23,-39,1697,1005309,819,560,334,979,950.7,1005309,758474,15000000.0,8800000.0,24.0,18.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,105765.0,1.0,0.0
新北市三重區福星里,新北市,三重區,福星里,1062,92.04,52179.04,29.83,10.02,19.8,197.56,82,818,162,7,67,252,95,310,128,116,1,4,476,434,86,-3,45,481,255645,822,543,351,929,988.48,255839,217237,15000000.0,8800000.0,30.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21114.0,2.0,0.0
新北市三重區福樂里,新北市,三重區,福樂里,3990,99.0,53513.23,34.52,18.11,16.42,90.69,537,2966,487,9,149,711,404,1027,633,478,18,24,1827,1638,324,-3,-57,1543,772668,747,554,353,876,1116.31,772668,602361,15000000.0,8800000.0,31.0,18.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,73212.0,0.0,0.0
新北市三重區福民里,新北市,三重區,福民里,3706,99.03,55606.4,35.5,18.21,17.29,94.98,498,2735,473,9,139,814,368,966,491,377,5,39,1697,1548,272,20,-28,1355,756858,752,571,353,923,748.59,756858,585223,15000000.0,8800000.0,24.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,66812.0,1.0,0.0
新北市三重區福田里,新北市,三重區,福田里,3731,100.38,68081.46,24.66,11.56,13.1,113.29,346,2993,392,5,181,883,366,1016,577,329,5,23,1711,1640,237,8,-77,1259,859466,761,567,369,952,669.45,859466,700492,15000000.0,8800000.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,42706.0,0.0,1.0
新北市三重區福祉里,新北市,三重區,福祉里,5798,93.65,34354.24,33.07,19.72,13.36,67.75,859,4357,582,29,387,1447,636,1363,603,444,12,18,2732,2417,414,30,-87,2281,1695553,938,655,386,1173,949.58,1695658,1363085,15000000.0,8800000.0,25.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,165971.0,1.0,0.0
新北市三重區福隆里,新北市,三重區,福隆里,4831,92.78,31922.13,33.09,20.55,12.53,60.99,746,3630,455,19,226,1082,523,1231,602,375,4,23,2278,2018,332,26,3,1820,1116975,805,591,363,986,732.04,1116975,888702,15000000.0,8800000.0,31.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,151093.0,1.0,0.0
新北市三重區秀江里,新北市,三重區,秀江里,1485,100.95,60533.18,37.12,16.34,20.78,127.12,177,1083,225,5,50,263,157,358,257,200,1,17,669,615,113,-5,-18,557,284643,791,541,308,921,1143.61,284643,231420,15000000.0,8800000.0,31.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,22795.0,1.0,0.0
新北市三重區立德里,新北市,三重區,立德里,3596,95.43,31790.37,32.21,15.63,16.58,106.12,425,2720,451,10,141,778,363,915,546,386,9,23,1635,1556,251,2,3,1311,729218,758,541,340,905,750.92,729218,571297,15000000.0,8800000.0,31.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,112268.0,2.0,3.0
新北市三重區維德里,新北市,三重區,維德里,3151,94.03,39544.19,36.17,18.76,17.42,92.86,434,2314,403,5,119,616,301,822,484,355,6,9,1412,1319,275,8,-12,1161,605185,734,550,360,906,763.71,605185,498693,15000000.0,8800000.0,31.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,80114.0,1.0,0.0
新北市三重區自強里,新北市,三重區,自強里,1908,97.11,64277.05,34.27,13.72,20.55,149.74,195,1421,292,3,49,398,194,473,313,265,4,14,832,763,188,3,-23,750,382415,719,522,331,886,635.01,382415,297717,15000000.0,8800000.0,30.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,35225.0,2.0,0.0
