Region,County Name,Township Name,Village Name,c_Population,c_Sex Ratio,c_Population Density,c_Dependency Ratio,c_Child Dependency Ratio,c_Elderly Dependency Ratio,c_Aging Index,c_Population aged 0-14,c_Population aged 15-64,c_Population aged 65 and above,j_15 with Doctorate Degree,j_15 with Master Degree,j_15 with University Education,j_15 with Vocational Education,j_15 with Senior High School Education,j_15 with Junior High School Education,j_15 with Elementary School Education,j_15 with Self-Taught Education,j_15 who are Illiterate,c_15 who are Unmarried,c_15 who are Married,c_15 who are Divorced,c_Natural Increase,c_Social Increase,c_Total Number of Households,ji_Total Comprehensive Income,ji_Average Comprehensive Income,ji_Median Comprehensive Income,ji_Comprehensive Income Q1,ji_Comprehensive Income Q3,ji_Comprehensive Income std,ji_Total Amount of Various Types of Income,ji_Income from Wages and Salaries,Median Housing Price with parking space,Median Housing Price no parking space,NO2,PM2.5,water,105green,m105300,m105300s,m105500,m105500s,fire,police,primary,secondary,gym,area,multiHospital,Shelter
新北市五股區貿商里,新北市,五股區,貿商里,3194,94.16,60247.1,44.98,19.2,25.78,134.28,423,2203,568,9,100,670,374,942,314,329,11,22,1314,1298,290,-18,62,1236,668564,822,624,378,1026,740.51,668690,557673,9400000.0,9180000.0,20.297569153394804,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,56066.0,0.0,0.0
新北市五股區陸一里,新北市,五股區,陸一里,2533,95.6,30572.59,51.04,13.71,37.33,272.17,230,1677,626,5,79,484,252,785,287,357,9,45,959,985,230,-25,93,1050,405215,718,532,327,917,713.98,405215,349318,9400000.0,9180000.0,20.297569153394804,18.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,78890.0,0.0,0.0
新北市五股區集福里,新北市,五股區,集福里,4036,101.8,2125.56,29.65,16.29,13.36,82.05,507,3113,416,9,89,725,433,1272,541,433,6,21,1765,1665,402,0,7,1517,704578,691,538,343,908,535.65,704578,594344,9400000.0,9180000.0,18.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1675382.0,0.0,0.0
新北市五股區集賢里,新北市,五股區,集賢里,4076,98.83,2336.02,26.7,16.35,10.35,63.31,526,3217,333,6,90,787,348,1209,645,433,6,26,1890,1718,310,15,39,1406,675187,642,531,345,831,479.03,675187,581369,9400000.0,9180000.0,18.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1830384.0,0.0,0.0
新北市八里區下罟里,新北市,八里區,下罟里,1753,102.66,579.94,36.31,19.83,16.49,83.14,255,1286,212,3,35,282,165,488,291,188,11,35,779,772,99,1,14,525,310500,796,525,326,830,2662.25,310500,206091,7500000.0,5350000.0,17.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3334953.0,0.0,0.0
新北市八里區埤頭里,新北市,八里區,埤頭里,4068,99.12,1304.44,30.51,16.62,13.89,83.59,518,3117,433,7,89,731,490,1170,613,379,8,63,1760,1735,361,3,-6,1523,760340,760,557,353,928,923.42,760340,609183,7500000.0,5350000.0,17.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3555680.0,0.0,0.0
新北市八里區大崁里,新北市,八里區,大崁里,3169,104.45,816.16,34.11,20.1,14.01,69.68,475,2363,331,12,104,606,393,849,423,253,13,41,1410,1401,224,8,80,1146,681766,811,588,347,984,781.38,681766,491700,7500000.0,5350000.0,16.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4371933.0,0.0,3.0
新北市八里區米倉里,新北市,八里區,米倉里,3610,104.3,562.01,29.81,13.63,16.18,118.73,379,2781,450,11,153,711,519,939,475,377,4,42,1483,1633,300,16,8,1403,897325,930,578,346,1003,2161.44,897325,624646,7500000.0,5350000.0,17.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,6306428.0,1.0,1.0
新北市八里區舊城里,新北市,八里區,舊城里,7506,95.62,2752.33,26.0,15.83,10.17,64.26,943,5957,606,10,205,1422,946,2357,1030,553,6,34,3355,3097,743,18,13,2788,1355076,702,540,351,900,586.56,1355076,1160270,7500000.0,5350000.0,17.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2021754.0,0.0,2.0
新北市八里區荖阡里,新北市,八里區,荖阡里,1992,105.79,601.96,36.16,19.41,16.75,86.27,284,1463,245,4,38,370,225,521,322,194,2,32,881,861,152,9,4,634,343676,762,506,314,928,907.45,343676,253515,7500000.0,5350000.0,18.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3180010.0,0.0,1.0
新北市八里區訊塘里,新北市,八里區,訊塘里,4841,100.21,2600.26,30.59,18.32,12.27,67.01,679,3707,455,13,138,901,573,1396,692,383,12,54,2147,2002,458,37,86,1887,887254,766,576,361,922,780.9,887254,683800,7500000.0,5350000.0,17.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2098691.0,0.0,1.0
新北市八里區長坑里,新北市,八里區,長坑里,1734,113.02,205.3,35.26,15.99,19.27,120.49,205,1282,247,1,34,269,179,475,301,204,6,60,721,777,122,6,20,466,279986,703,531,336,826,725.08,279986,215883,7500000.0,5350000.0,18.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,8620469.0,0.0,2.0
新北市八里區頂罟里,新北市,八里區,頂罟里,2135,96.41,1182.17,29.71,17.5,12.21,69.79,288,1646,201,5,51,403,242,647,313,163,6,17,971,899,187,7,24,780,399586,736,572,342,890,637.28,399586,302420,7500000.0,5350000.0,17.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1661928.0,0.0,1.0
新北市八里區龍源里,新北市,八里區,龍源里,7359,93.45,1480.08,25.26,10.96,14.3,130.43,644,5875,840,32,383,1687,955,2046,890,659,9,54,3038,3242,725,-3,144,3157,2048619,919,583,360,1050,1490.65,2048658,1603601,7500000.0,5350000.0,19.0,18.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4605713.0,1.0,3.0
新北市土城區?廷里,新北市,土城區,?廷里,7905,98.22,73197.16,25.26,15.91,9.35,58.76,1004,6311,590,12,224,1571,780,2286,1258,712,12,46,3607,3335,665,48,-81,2655,1383648,684,533,351,862,587.17,1383648,1194364,13500000.0,8600000.0,20.297569153394804,17.45727636849132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
新北市土城區中正里,新北市,土城區,中正里,3420,87.81,48304.4,25.83,16.34,9.49,58.11,444,2718,258,10,167,819,388,969,368,234,5,16,1584,1396,314,16,-27,1257,801110,819,598,361,1055,766.14,801110,677212,13500000.0,8600000.0,18.0,16.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,120279.0,2.0,1.0
新北市土城區員仁里,新北市,土城區,員仁里,5898,97.52,12100.67,28.72,16.39,12.33,75.23,751,4582,565,11,186,1194,584,1686,872,543,11,60,2662,2477,492,9,-11,2025,1152893,689,520,344,829,791.47,1152893,894008,13500000.0,8600000.0,18.0,17.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,384324.0,1.0,1.0
新北市土城區員信里,新北市,土城區,員信里,4625,97.65,43761.71,24.83,13.14,11.69,88.91,487,3705,433,13,195,1043,528,1280,631,426,4,18,2084,1983,359,22,-49,1657,1013021,754,567,351,896,796.49,1013021,831852,13500000.0,8600000.0,18.0,17.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,152068.0,1.0,0.0
新北市土城區員林里,新北市,土城區,員林里,6118,95.15,20301.17,28.77,15.51,13.26,85.48,737,4751,630,16,275,1435,671,1698,703,531,15,37,2707,2681,474,27,-16,2336,1520986,828,595,356,1018,888.66,1520986,1184653,13500000.0,8600000.0,18.0,16.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,307225.0,2.0,1.0
新北市土城區員福里,新北市,土城區,員福里,5768,101.19,34416.71,25.88,12.99,12.9,99.33,595,4582,591,9,238,1274,638,1668,754,542,11,39,2568,2482,447,6,-97,2095,1193213,727,535,346,882,706.44,1193357,956130,13500000.0,8600000.0,18.0,17.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,414317.0,2.0,0.0
新北市土城區土城里,新北市,土城區,土城里,2164,93.73,45259.66,34.49,16.84,17.65,104.8,271,1609,284,8,97,430,202,637,261,243,2,13,929,907,208,4,12,832,437565,788,532,330,900,1110.52,437565,333520,13500000.0,8600000.0,18.0,16.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,46521.0,1.0,0.0
新北市土城區埤塘里,新北市,土城區,埤塘里,5495,134.73,2231.69,22.79,10.75,12.04,112.06,481,4475,539,5,156,906,495,1842,1058,506,10,36,2332,1942,1003,-22,37,2800,765804,731,568,361,915,621.72,765804,627923,13500000.0,8600000.0,18.0,17.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2464860.0,1.0,2.0
新北市土城區埤林里,新北市,土城區,埤林里,8967,93.8,67927.7,24.44,15.81,8.63,54.61,1139,7206,622,33,542,2412,1112,2257,897,530,7,38,4207,3850,611,42,-66,3135,2536669,900,635,372,1157,839.43,2536840,2099554,13500000.0,8600000.0,18.0,16.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,124964.0,2.0,0.0
新北市土城區大安里,新北市,土城區,大安里,5083,99.88,1459.48,30.5,16.23,14.27,87.97,632,3895,556,14,231,1020,542,1471,665,466,10,32,2231,2164,479,25,52,1969,1106099,771,561,339,956,767.29,1106099,818929,13500000.0,8600000.0,18.0,17.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3508843.0,0.0,0.0
新北市土城區學士里,新北市,土城區,學士里,5065,92.44,65421.53,27.13,18.47,8.66,46.88,736,3984,345,25,337,1381,643,1216,464,243,3,17,2425,2197,284,16,-35,1784,1525561,1031,705,411,1317,1039.06,1525561,1271777,13500000.0,8600000.0,18.0,16.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,89749.0,2.0,0.0
新北市土城區學府里,新北市,土城區,學府里,3793,92.73,35599.31,25.31,16.02,9.28,57.94,485,3027,281,14,160,921,381,1000,513,303,5,11,1750,1626,277,23,-57,1276,854031,767,566,370,928,671.28,854031,700266,13500000.0,8600000.0,18.0,16.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,105323.0,2.0,1.0
新北市土城區學成里,新北市,土城區,學成里,3437,98.33,65321.09,24.66,15.09,9.58,63.46,416,2757,264,9,153,853,367,875,489,262,2,11,1584,1535,211,19,-48,1176,831740,801,580,358,922,1464.15,831740,668761,13500000.0,8600000.0,18.0,16.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,57713.0,2.0,0.0
新北市土城區安和里,新北市,土城區,安和里,5239,98.52,66074.74,24.53,14.98,9.56,63.81,630,4207,402,13,168,1134,558,1541,789,373,7,26,2408,2248,388,24,-54,1837,1028524,727,569,356,944,599.98,1028524,907022,13500000.0,8600000.0,18.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,60340.0,0.0,1.0
新北市土城區平和里,新北市,土城區,平和里,7344,98.0,84007.28,23.76,14.44,9.32,64.53,857,5934,553,18,259,1581,745,2096,1121,619,13,35,3469,3053,512,16,-80,2443,1473672,730,545,352,880,997.85,1473676,1242130,13500000.0,8600000.0,18.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,84369.0,0.0,0.0
新北市土城區廣福里,新北市,土城區,廣福里,6009,97.02,51082.6,24.72,15.59,9.13,58.59,751,4818,440,21,325,1612,763,1548,602,363,5,19,2782,2631,404,25,-61,2077,1610952,907,636,369,1147,1067.54,1611116,1267377,13500000.0,8600000.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,102487.0,2.0,3.0
新北市土城區廣興里,新北市,土城區,廣興里,3688,90.2,37448.09,27.04,17.81,9.23,51.84,517,2903,268,5,195,867,480,1013,370,223,4,14,1750,1541,266,15,8,1331,907148,806,620,360,1044,716.28,907178,750292,13500000.0,8600000.0,18.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,114862.0,2.0,0.0
新北市土城區延吉里,新北市,土城區,延吉里,4591,101.8,7930.48,26.96,14.3,12.67,88.59,517,3616,458,8,112,812,427,1422,754,492,7,40,2043,1940,404,19,-51,1582,736780,666,523,339,787,577.72,736780,630251,13500000.0,8600000.0,20.297569153394804,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,592874.0,0.0,0.0
新北市土城區延和里,新北市,土城區,延和里,6778,90.45,68121.97,26.76,17.3,9.46,54.7,925,5347,506,19,234,1493,762,1847,942,524,7,25,3056,2919,568,49,-87,2472,1520489,791,591,373,953,752.3,1520489,1265647,13500000.0,8600000.0,18.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,114774.0,0.0,0.0
新北市土城區延壽里,新北市,土城區,延壽里,4817,100.96,22590.95,26.66,14.8,11.86,80.11,563,3803,451,11,135,933,513,1418,756,457,4,27,2152,2045,450,18,-2,1734,889553,707,559,381,879,540.53,889553,754619,13500000.0,8600000.0,20.297569153394804,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,199207.0,0.0,0.0
新北市土城區延祿里,新北市,土城區,延祿里,4454,100.99,103641.65,27.29,16.23,11.06,68.13,568,3499,387,8,113,854,464,1362,663,386,10,26,1997,1884,394,13,-5,1578,784660,708,562,370,870,570.19,784660,686359,13500000.0,8600000.0,20.297569153394804,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,57167.0,0.0,0.0
新北市土城區廷寮里,新北市,土城區,廷寮里,5159,99.81,3126.36,27.45,16.85,10.6,62.9,682,4048,429,6,160,1067,476,1572,737,415,5,39,2389,2202,396,30,-50,1727,977418,725,560,356,915,599.82,977418,813432,13500000.0,8600000.0,18.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1690633.0,0.0,1.0
新北市土城區復興里,新北市,土城區,復興里,4781,97.32,27407.23,25.58,14.45,11.14,77.09,550,3807,424,15,242,1086,517,1231,694,417,7,22,2180,2067,332,17,-69,1687,1123613,810,582,368,964,791.31,1123723,921542,13500000.0,8600000.0,18.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,149319.0,4.0,0.0
新北市土城區日和里,新北市,土城區,日和里,6101,96.05,9584.83,28.28,17.14,11.14,65.03,815,4756,530,15,238,1211,624,1710,887,549,19,33,2787,2609,459,35,-82,2183,1238794,740,553,357,908,630.24,1238790,1041418,13500000.0,8600000.0,18.0,17.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,534559.0,2.0,1.0
新北市土城區日新里,新北市,土城區,日新里,4915,98.83,24291.16,28.8,15.28,13.52,88.51,583,3816,516,15,195,1017,531,1361,674,495,6,38,2231,2075,377,18,6,1754,986233,726,542,337,944,651.85,986233,838238,13500000.0,8600000.0,18.0,17.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,217132.0,2.0,1.0
新北市土城區明德里,新北市,土城區,明德里,6029,87.18,39115.82,24.62,16.35,8.27,50.57,791,4838,400,38,416,1748,780,1431,506,289,9,21,2745,2673,424,34,-55,2379,2012513,1026,716,397,1312,1154.65,2012741,1641949,13500000.0,8600000.0,18.0,16.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,166098.0,2.0,0.0
新北市土城區柑林里,新北市,土城區,柑林里,3551,93.83,6095.75,31.96,22.59,9.36,41.45,608,2691,252,14,180,774,450,893,381,230,6,15,1649,1509,260,14,68,1351,925972,947,696,380,1243,829.16,925972,788254,13500000.0,8600000.0,18.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,630557.0,2.0,0.0
新北市土城區樂利里,新北市,土城區,樂利里,5459,96.86,63292.02,23.2,13.29,9.91,74.53,589,4431,439,25,240,1289,570,1511,800,401,8,26,2477,2380,398,28,-125,1994,1191266,739,556,356,918,626.79,1191266,1016079,13500000.0,8600000.0,18.0,16.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,71628.0,2.0,0.0
新北市土城區永富里,新北市,土城區,永富里,5555,96.99,37496.29,25.62,15.69,9.93,63.26,694,4422,439,7,161,1083,587,1659,876,452,6,30,2553,2283,503,17,-64,1955,958283,672,538,346,833,525.52,958283,849476,13500000.0,8600000.0,18.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,168350.0,0.0,1.0
新北市土城區永寧里,新北市,土城區,永寧里,8808,98.47,3777.89,30.94,18.92,12.01,63.47,1273,6727,808,23,264,1744,911,2571,1188,763,13,58,3979,3724,736,54,-9,3214,1933248,789,576,365,990,723.0,1933300,1606201,13500000.0,8600000.0,20.297569153394804,17.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2672422.0,0.0,2.0
新北市土城區永豐里,新北市,土城區,永豐里,4711,95.8,34862.21,30.28,19.05,11.23,58.93,689,3616,406,16,224,1103,518,1191,592,344,8,26,2112,2086,310,34,-57,1647,1271519,955,629,386,1167,1221.83,1271519,1027141,13500000.0,8600000.0,18.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,156269.0,0.0,0.0
新北市土城區沛陂里,新北市,土城區,沛陂里,4769,103.89,2639.25,28.72,17.6,11.12,63.19,652,3705,412,8,173,922,465,1340,728,438,4,39,2088,2060,420,34,32,1836,1149012,837,589,369,927,2375.78,1149012,898080,13500000.0,8600000.0,20.297569153394804,18.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1823414.0,0.0,1.0
新北市土城區清化里,新北市,土城區,清化里,1739,111.04,349.88,30.07,13.61,16.45,120.88,182,1337,220,7,45,331,170,550,256,183,1,14,760,726,165,10,9,635,315271,751,534,341,923,774.09,315271,252039,13500000.0,8600000.0,18.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4850454.0,1.0,1.0
新北市土城區清和里,新北市,土城區,清和里,6567,102.94,14169.91,25.16,13.89,11.26,81.07,729,5247,591,5,176,1211,665,1965,1107,659,8,42,2961,2723,575,23,-35,2256,1119543,659,528,348,794,524.87,1119543,982710,13500000.0,8600000.0,18.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,473673.0,1.0,2.0
新北市土城區清水里,新北市,土城區,清水里,8566,94.95,79558.65,24.72,15.3,9.42,61.56,1051,6868,647,17,276,1917,983,2500,1177,592,11,42,3953,3676,627,44,-31,2954,1670698,730,554,357,926,599.81,1670698,1436425,13500000.0,8600000.0,18.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,107899.0,0.0,0.0
新北市土城區清溪里,新北市,土城區,清溪里,7315,98.18,26261.75,29.51,15.88,13.63,85.84,897,5648,770,19,318,1661,836,2040,929,564,10,41,3276,3059,625,8,-56,2762,1576409,841,608,364,1041,829.36,1576409,1276858,13500000.0,8600000.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,278520.0,0.0,1.0
新北市土城區瑞興里,新北市,土城區,瑞興里,3313,96.04,53176.46,31.47,14.56,16.9,116.08,367,2520,426,7,140,695,332,891,470,371,9,31,1421,1475,262,8,-30,1248,665976,748,593,376,964,584.12,665976,570564,13500000.0,8600000.0,20.297569153394804,17.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,64790.0,4.0,0.0
新北市土城區祖田里,新北市,土城區,祖田里,1754,105.63,413.27,27.01,14.05,12.96,92.27,194,1381,179,4,36,308,126,548,312,193,0,33,799,725,129,-2,-2,613,283773,629,508,348,774,483.61,283773,240788,13500000.0,8600000.0,20.297569153394804,18.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3660650.0,0.0,1.0
新北市土城區裕生里,新北市,土城區,裕生里,5814,97.08,17845.63,29.69,16.91,12.78,75.59,758,4483,573,13,251,1221,659,1618,729,529,11,25,2621,2522,433,25,-84,2127,1366680,813,588,372,1022,778.08,1367047,1140303,13500000.0,8600000.0,18.0,17.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,341930.0,2.0,0.0
新北市土城區貨饒里,新北市,土城區,貨饒里,4285,98.29,19087.45,25.07,14.27,10.8,75.66,489,3426,370,14,194,978,441,1183,565,387,8,26,1901,1851,363,33,69,1592,980302,759,565,356,926,682.44,980302,824809,13500000.0,8600000.0,18.0,17.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,217170.0,2.0,0.0
新北市土城區金城里,新北市,土城區,金城里,6458,90.39,111078.62,25.2,16.5,8.7,52.76,851,5158,449,20,217,1491,808,1906,748,385,7,25,2896,2780,557,21,-18,2383,1503586,833,614,382,1063,909.13,1503586,1303855,13500000.0,8600000.0,18.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,56210.0,0.0,0.0
新北市土城區長風里,新北市,土城區,長風里,2157,94.32,37212.11,35.32,14.68,20.64,140.6,234,1594,329,17,137,610,293,540,175,135,3,13,911,944,151,-1,3,821,594305,887,606,373,1116,882.72,594410,474141,13500000.0,8600000.0,18.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,49139.0,1.0,0.0
新北市土城區青山里,新北市,土城區,青山里,3229,101.43,8828.53,31.63,17.04,14.59,85.65,418,2453,358,10,107,640,350,916,465,302,3,18,1398,1398,280,25,-56,1085,617073,754,560,349,871,1237.05,617073,473264,13500000.0,8600000.0,18.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,286063.0,0.0,2.0
新北市土城區青雲里,新北市,土城區,青雲里,3176,96.41,9878.79,30.81,16.93,13.88,82.0,411,2428,337,8,132,640,358,899,419,277,3,29,1428,1333,275,18,-38,1106,663640,799,572,371,984,763.43,663640,545328,13500000.0,8600000.0,18.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,281091.0,1.0,2.0
新北市土城區頂埔里,新北市,土城區,頂埔里,5199,97.91,4609.55,28.56,15.95,12.61,79.07,645,4044,510,18,160,1025,522,1533,745,508,11,32,2299,2247,414,5,34,1950,1151306,797,566,363,939,1208.41,1151306,901021,13500000.0,8600000.0,20.297569153394804,18.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1262781.0,0.0,1.0
新北市土城區頂新里,新北市,土城區,頂新里,2999,91.51,29480.29,37.51,24.3,13.2,54.34,530,2181,288,17,201,723,380,711,255,158,6,18,1289,1387,198,16,172,1195,947239,1000,760,421,1283,894.99,947239,799336,13500000.0,8600000.0,20.297569153394804,18.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,120433.0,0.0,0.0
新北市土城區頂福里,新北市,土城區,頂福里,5433,100.7,13442.73,32.77,17.67,15.1,85.48,723,4092,618,6,141,948,482,1563,838,643,10,79,2438,2253,427,-8,29,1998,1018508,704,539,348,871,791.03,1018508,855691,13500000.0,8600000.0,20.297569153394804,18.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,366214.0,0.0,1.0
新北市坪林區上德里,新北市,坪林區,上德里,881,133.07,59.94,38.3,10.52,27.79,264.18,67,637,177,1,15,118,56,248,171,166,7,32,314,417,60,-7,9,335,115056,669,490,322,817,749.25,115056,91353,3756000.0,1683000.0,20.297569153394804,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,14028159.0,0.0,2.0
新北市坪林區坪林里,新北市,坪林區,坪林里,1410,118.27,404.42,43.0,16.33,26.67,163.35,161,986,263,9,51,243,106,437,145,225,3,30,553,673,91,2,29,472,236879,718,546,332,826,758.03,236879,195541,3756000.0,1683000.0,20.297569153394804,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3142680.0,1.0,3.0
新北市坪林區大林里,新北市,坪林區,大林里,1268,134.38,51.7,48.65,12.9,35.76,277.27,110,853,305,8,37,175,93,321,196,264,9,55,459,640,82,4,-2,473,176828,749,582,315,930,678.52,176829,139176,3756000.0,1683000.0,20.297569153394804,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,36178166.0,1.0,2.0
新北市坪林區水德里,新北市,坪林區,水德里,699,114.42,59.43,44.12,12.58,31.55,250.82,61,485,153,2,21,87,41,197,115,139,7,29,236,357,37,-6,7,280,88685,687,541,345,853,628.61,88685,66360,3756000.0,1683000.0,20.297569153394804,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,10278074.0,1.0,0.0
新北市坪林區漁光里,新北市,坪林區,漁光里,873,122.14,31.64,53.7,7.75,45.95,593.18,44,568,261,0,15,75,57,216,141,287,4,34,203,512,73,-15,17,398,115709,742,560,364,985,611.27,115709,81449,3756000.0,1683000.0,17.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,28845864.0,0.0,1.0
新北市坪林區石??里,新北市,坪林區,石??里,466,115.74,8.47,45.63,10.0,35.63,356.25,32,320,114,0,8,77,26,106,72,102,5,38,162,223,39,-4,6,200,65093,723,555,352,807,576.69,65093,54350,3756000.0,1683000.0,20.297569153394804,17.45727636849132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
新北市坪林區粗窟里,新北市,坪林區,粗窟里,941,132.35,30.19,44.55,9.68,34.87,360.32,63,651,227,2,15,139,63,268,137,210,4,40,318,470,72,0,8,362,156768,780,560,367,885,865.37,156768,115635,3756000.0,1683000.0,20.297569153394804,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32976269.0,0.0,0.0
新北市平溪區十分里,新北市,平溪區,十分里,956,118.26,458.76,62.59,13.27,49.32,371.79,78,588,290,0,9,78,61,249,213,203,1,64,297,439,80,-4,-3,446,106960,708,511,341,871,732.9,106960,78335,3756000.0,1683000.0,16.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2088422.0,0.0,2.0
